url,stars,date,spot,ville,region
https://www.surf-report.com/meteo-surf/meteo-surf/dielette-s1130.html,11,Mardi 19 Octobre,Diélette,Flamanville,Manche
https://www.surf-report.com/meteo-surf/meteo-surf/poez-theolen-cleden-cap-sizun-s1150.html,11,Mardi 19 Octobre,Poez Théolen,Cleden Cap Sizun,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/les-roches-blanches-douarnenez-s1149.html,15,Mardi 19 Octobre,Les Roches Blanches,Douarnenez,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/boutrouilles-kerlouan-s1139.html,15,Mardi 19 Octobre,Boutrouilles,Kerlouan,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/penfoul-s1141.html,12,Mardi 19 Octobre,Penfoul,Landunvez,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/saint-pabu-s1140.html,15,Mardi 19 Octobre,No spot name,St Pabu,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/le-dossen-s1101.html,15,Mardi 19 Octobre,Le Dossen,Santec,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/la-mauvaise-greve-s1138.html,15,Mardi 19 Octobre,La Mauvaise Grève,Sibiril,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/sauveterre-s1077.html,11,Mardi 19 Octobre,Sauveterre,Olonne/mer,Vendee
https://www.surf-report.com/meteo-surf/meteo-surf/chassiron-s1014.html,14,Mardi 19 Octobre,Chassiron,St Denis D'oleron,charente-maritime
https://www.surf-report.com/meteo-surf/meteo-surf/les-huttes-s1058.html,12,Mardi 19 Octobre,Les Huttes,St Denis D'oleron,charente-maritime
https://www.surf-report.com/meteo-surf/meteo-surf/le-grand-crohot-s1045.html,11,Mardi 19 Octobre,Le Grand Crohot,Cap Ferret,Gironde
https://www.surf-report.com/meteo-surf/meteo-surf/le-truc-vert-s45.html,11,Mardi 19 Octobre,Le Truc Vert,Cap Ferret,Gironde
https://www.surf-report.com/meteo-surf/meteo-surf/carcans-plage-s1013.html,11,Mardi 19 Octobre,No spot name,Carcans Plage,Gironde
https://www.surf-report.com/meteo-surf/meteo-surf/le-gurp-s1046.html,13,Mardi 19 Octobre,Le Gurp,Grayan Et L'hopital,Gironde
https://www.surf-report.com/meteo-surf/meteo-surf/hourtin-s1029.html,11,Mardi 19 Octobre,No spot name,Hourtin,Gironde
https://www.surf-report.com/meteo-surf/meteo-surf/lacanau-s1043.html,11,Mardi 19 Octobre,No spot name,Lacanau,Gironde
https://www.surf-report.com/meteo-surf/meteo-surf/la-jenny-s1184.html,11,Mardi 19 Octobre,La Jenny,Le Porge,Gironde
https://www.surf-report.com/meteo-surf/meteo-surf/le-verdon-mer-s1052.html,13,Mardi 19 Octobre,No spot name,Le Verdon/mer,Gironde
https://www.surf-report.com/meteo-surf/meteo-surf/le-pin-sec-s1183.html,13,Mardi 19 Octobre,Le Pin Sec,Naujac/mer,Gironde
https://www.surf-report.com/meteo-surf/meteo-surf/soulac-s1080.html,13,Mardi 19 Octobre,No spot name,Soulac,Gironde
