url,stars,date,spot,ville,region
https://www.surf-report.com/meteo-surf/meteo-surf/audierne-s1153.html,11,Mardi 2 Novembre,No spot name,Audierne,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/la-gamelle-audierne-s1154.html,14,Mardi 2 Novembre,La Gamelle,Audierne,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/ile-aux-vaches-s1032.html,11,Mardi 2 Novembre,L'ile Aux Vaches,Esquibien,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/le-petit-minou-s1144.html,12,Mardi 2 Novembre,Le Petit Minou,Locmaria Plouzane,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/porsmilin-s1142.html,15,Mardi 2 Novembre,Porsmilin,Locmaria Plouzane,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/plage-gwendrez-s1155.html,11,Mardi 2 Novembre,Plage De Gwendrez,Plouhinec,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/la-grande-plage-quiberon-s1174.html,12,Mardi 2 Novembre,La Grande Plage,Quiberon,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/santec-s102805.html,14,Mardi 2 Novembre,No spot name,Santec,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/pornic-s1179.html,11,Mardi 2 Novembre,No spot name,Pornic,loire-atlantique
