url,stars,date,spot,ville,region
https://www.surf-report.com/meteo-surf/meteo-surf/brest-s1002.html,12,Dimanche 21 Novembre,No spot name,Brest,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/anse-pen-hat-s1145.html,15,Dimanche 21 Novembre,Anse De Pen-hat,Camaret/mer,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/pointe-lervily-esquibien-s1152.html,12,Dimanche 21 Novembre,Pointe De Lervily,Esquibien,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/dalbosc-s1143.html,13,Dimanche 21 Novembre,Dalbosc,Locmaria Plouzane,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/pors-carn-s1070.html,15,Dimanche 21 Novembre,Pors Carn,Penmarch,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/penhors-plage-s1158.html,15,Dimanche 21 Novembre,Penhors Plage,Plovan,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/palud-keristenvet-s1156.html,12,Dimanche 21 Novembre,Palud Keristenvet,Plozevet,Bretagne
https://www.surf-report.com/meteo-surf/meteo-surf/palud-gourinet-s1157.html,15,Dimanche 21 Novembre,Palud Gourinet,Pouldreuzic,Bretagne
